ds,Airports,Class,y
6/29/1992,ADL-PER,First,153
7/6/1992,ADL-PER,First,151
7/13/1992,ADL-PER,First,134
7/20/1992,ADL-PER,First,131
7/27/1992,ADL-PER,First,142
8/3/1992,ADL-PER,First,153
8/10/1992,ADL-PER,First,110
8/17/1992,ADL-PER,First,160
8/24/1992,ADL-PER,First,158
8/31/1992,ADL-PER,First,170
9/7/1992,ADL-PER,First,146
9/14/1992,ADL-PER,First,144
9/21/1992,ADL-PER,First,113
9/28/1992,ADL-PER,First,154
10/5/1992,ADL-PER,First,139
10/12/1992,ADL-PER,First,126
10/19/1992,ADL-PER,First,145
10/26/1992,ADL-PER,First,127
11/2/1992,ADL-PER,First,117
11/9/1992,ADL-PER,First,180
11/16/1992,ADL-PER,First,146
11/23/1992,ADL-PER,First,116
7/10/1989,MEL-ADL,Business,423
7/17/1989,MEL-ADL,Business,573
7/24/1989,MEL-ADL,Business,603
7/31/1989,MEL-ADL,Business,621
8/7/1989,MEL-ADL,Business,514
8/14/1989,MEL-ADL,Business,298
8/21/1989,MEL-ADL,Business,0
8/28/1989,MEL-ADL,Business,0
9/4/1989,MEL-ADL,Business,0
9/11/1989,MEL-ADL,Business,0
9/18/1989,MEL-ADL,Business,0
9/25/1989,MEL-ADL,Business,0
10/2/1989,MEL-ADL,Business,0
10/9/1989,MEL-ADL,Business,78
10/16/1989,MEL-ADL,Business,31
10/23/1989,MEL-ADL,Business,99
10/30/1989,MEL-ADL,Business,109
11/6/1989,MEL-ADL,Business,75
11/13/1989,MEL-ADL,Business,75
11/20/1989,MEL-ADL,Business,56
11/27/1989,MEL-ADL,Business,53
12/4/1989,MEL-ADL,Business,76
12/11/1989,MEL-ADL,Business,65
12/18/1989,MEL-ADL,Business,27
12/25/1989,MEL-ADL,Business,71
1/1/1990,MEL-ADL,Business,93
1/8/1990,MEL-ADL,Business,202
1/15/1990,MEL-ADL,Business,290
1/22/1990,MEL-ADL,Business,244
1/29/1990,MEL-ADL,Business,344
2/5/1990,MEL-ADL,Business,347
2/12/1990,MEL-ADL,Business,446
2/19/1990,MEL-ADL,Business,429
2/26/1990,MEL-ADL,Business,473
3/5/1990,MEL-ADL,Business,471
3/12/1990,MEL-ADL,Business,559
3/19/1990,MEL-ADL,Business,568
3/26/1990,MEL-ADL,Business,624
4/2/1990,MEL-ADL,Business,457
4/9/1990,MEL-ADL,Business,385
4/16/1990,MEL-ADL,Business,506
4/23/1990,MEL-ADL,Business,651
4/30/1990,MEL-ADL,Business,464
5/7/1990,MEL-ADL,Business,513
5/14/1990,MEL-ADL,Business,518
5/21/1990,MEL-ADL,Business,432
5/28/1990,MEL-ADL,Business,487
6/4/1990,MEL-ADL,Business,413
6/11/1990,MEL-ADL,Business,450
6/18/1990,MEL-ADL,Business,444
6/25/1990,MEL-ADL,Business,425
7/2/1990,MEL-ADL,Business,416
7/9/1990,MEL-ADL,Business,429
7/16/1990,MEL-ADL,Business,464
7/23/1990,MEL-ADL,Business,414
7/30/1990,MEL-ADL,Business,433
8/6/1990,MEL-ADL,Business,399
8/13/1990,MEL-ADL,Business,425
8/20/1990,MEL-ADL,Business,421
8/27/1990,MEL-ADL,Business,439
9/3/1990,MEL-ADL,Business,426
9/10/1990,MEL-ADL,Business,519
9/17/1990,MEL-ADL,Business,261
9/24/1990,MEL-ADL,Business,494
10/1/1990,MEL-ADL,Business,414
10/8/1990,MEL-ADL,Business,414
10/15/1990,MEL-ADL,Business,557
10/22/1990,MEL-ADL,Business,535
10/29/1990,MEL-ADL,Business,575
11/5/1990,MEL-ADL,Business,401
11/12/1990,MEL-ADL,Business,543
11/19/1990,MEL-ADL,Business,410
11/26/1990,MEL-ADL,Business,453
12/3/1990,MEL-ADL,Business,393
12/10/1990,MEL-ADL,Business,241
12/17/1990,MEL-ADL,Business,53
12/24/1990,MEL-ADL,Business,152
1/7/1991,MEL-ADL,Business,175
1/14/1991,MEL-ADL,Business,259
1/21/1991,MEL-ADL,Business,282
1/28/1991,MEL-ADL,Business,239
2/4/1991,MEL-ADL,Business,418
2/11/1991,MEL-ADL,Business,481
2/18/1991,MEL-ADL,Business,465
2/25/1991,MEL-ADL,Business,416
3/4/1991,MEL-ADL,Business,517
3/11/1991,MEL-ADL,Business,473
3/18/1991,MEL-ADL,Business,494
3/25/1991,MEL-ADL,Business,379
4/1/1991,MEL-ADL,Business,380
4/8/1991,MEL-ADL,Business,560
4/15/1991,MEL-ADL,Business,531
4/22/1991,MEL-ADL,Business,445
4/29/1991,MEL-ADL,Business,514
5/6/1991,MEL-ADL,Business,499
5/13/1991,MEL-ADL,Business,500
5/20/1991,MEL-ADL,Business,580
5/27/1991,MEL-ADL,Business,486
6/3/1991,MEL-ADL,Business,523
6/10/1991,MEL-ADL,Business,417
6/17/1991,MEL-ADL,Business,461
6/24/1991,MEL-ADL,Business,408
7/1/1991,MEL-ADL,Business,406
7/8/1991,MEL-ADL,Business,375
7/15/1991,MEL-ADL,Business,359
7/22/1991,MEL-ADL,Business,411
7/29/1991,MEL-ADL,Business,376
8/5/1991,MEL-ADL,Business,400
8/12/1991,MEL-ADL,Business,394
8/19/1991,MEL-ADL,Business,421
8/26/1991,MEL-ADL,Business,378
9/2/1991,MEL-ADL,Business,437
9/9/1991,MEL-ADL,Business,433
9/16/1991,MEL-ADL,Business,390
9/23/1991,MEL-ADL,Business,404
9/30/1991,MEL-ADL,Business,461
10/7/1991,MEL-ADL,Business,432
10/14/1991,MEL-ADL,Business,373
10/21/1991,MEL-ADL,Business,438
10/28/1991,MEL-ADL,Business,542
11/4/1991,MEL-ADL,Business,531
11/11/1991,MEL-ADL,Business,409
11/18/1991,MEL-ADL,Business,526
11/25/1991,MEL-ADL,Business,462
12/2/1991,MEL-ADL,Business,461
12/9/1991,MEL-ADL,Business,401
12/16/1991,MEL-ADL,Business,341
12/23/1991,MEL-ADL,Business,76
12/30/1991,MEL-ADL,Business,115
1/6/1992,MEL-ADL,Business,185
1/13/1992,MEL-ADL,Business,315
1/20/1992,MEL-ADL,Business,321
1/27/1992,MEL-ADL,Business,305
2/3/1992,MEL-ADL,Business,365
2/10/1992,MEL-ADL,Business,325
2/17/1992,MEL-ADL,Business,336
2/24/1992,MEL-ADL,Business,370
3/2/1992,MEL-ADL,Business,492
3/9/1992,MEL-ADL,Business,454
3/16/1992,MEL-ADL,Business,479
3/23/1992,MEL-ADL,Business,2794
3/30/1992,MEL-ADL,Business,2725
4/6/1992,MEL-ADL,Business,2956
4/13/1992,MEL-ADL,Business,2469
4/20/1992,MEL-ADL,Business,1840
4/27/1992,MEL-ADL,Business,2744
5/4/1992,MEL-ADL,Business,2482
5/11/1992,MEL-ADL,Business,2468
5/18/1992,MEL-ADL,Business,2457
5/25/1992,MEL-ADL,Business,2155
6/1/1992,MEL-ADL,Business,2074
6/8/1992,MEL-ADL,Business,1789
6/15/1992,MEL-ADL,Business,1618
6/22/1992,MEL-ADL,Business,1185
6/29/1992,MEL-ADL,Business,879
7/6/1992,MEL-ADL,Business,868
7/13/1992,MEL-ADL,Business,751
7/20/1992,MEL-ADL,Business,764
7/27/1992,MEL-ADL,Business,707
8/3/1992,MEL-ADL,Business,753
8/10/1992,MEL-ADL,Business,761
8/17/1992,MEL-ADL,Business,863
8/24/1992,MEL-ADL,Business,817
8/31/1992,MEL-ADL,Business,691
9/7/1992,MEL-ADL,Business,738
9/14/1992,MEL-ADL,Business,701
9/21/1992,MEL-ADL,Business,737
9/28/1992,MEL-ADL,Business,784
10/5/1992,MEL-ADL,Business,653
10/12/1992,MEL-ADL,Business,736
10/19/1992,MEL-ADL,Business,793
10/26/1992,MEL-ADL,Business,729
11/2/1992,MEL-ADL,Business,895
11/9/1992,MEL-ADL,Business,1053
11/16/1992,MEL-ADL,Business,732
11/23/1992,MEL-ADL,Business,836
6/29/1987,MEL-ADL,Economy,6738
7/6/1987,MEL-ADL,Economy,7059
7/13/1987,MEL-ADL,Economy,6914
7/20/1987,MEL-ADL,Economy,6793
7/27/1987,MEL-ADL,Economy,6713
8/3/1987,MEL-ADL,Economy,6979
8/10/1987,MEL-ADL,Economy,6727
8/17/1987,MEL-ADL,Economy,6827
8/24/1987,MEL-ADL,Economy,7338
8/31/1987,MEL-ADL,Economy,6632
9/7/1987,MEL-ADL,Economy,6912
9/14/1987,MEL-ADL,Economy,7289
9/21/1987,MEL-ADL,Economy,8054
9/28/1987,MEL-ADL,Economy,8314
10/5/1987,MEL-ADL,Economy,7945
10/12/1987,MEL-ADL,Economy,7842
10/19/1987,MEL-ADL,Economy,7512
10/26/1987,MEL-ADL,Economy,7317
11/2/1987,MEL-ADL,Economy,6556
11/9/1987,MEL-ADL,Economy,8824
11/16/1987,MEL-ADL,Economy,9714
11/23/1987,MEL-ADL,Economy,7572
11/30/1987,MEL-ADL,Economy,7364
12/7/1987,MEL-ADL,Economy,7342
12/14/1987,MEL-ADL,Economy,6965
12/21/1987,MEL-ADL,Economy,6528
12/28/1987,MEL-ADL,Economy,5597
1/4/1988,MEL-ADL,Economy,6180
1/4/1988,MEL-ADL,Economy,7001
1/11/1988,MEL-ADL,Economy,6983
1/18/1988,MEL-ADL,Economy,6303
1/25/1988,MEL-ADL,Economy,6938
2/1/1988,MEL-ADL,Economy,7539
2/8/1988,MEL-ADL,Economy,7468
2/15/1988,MEL-ADL,Economy,8734
2/22/1988,MEL-ADL,Economy,8299
2/29/1988,MEL-ADL,Economy,7862
3/7/1988,MEL-ADL,Economy,7823
3/14/1988,MEL-ADL,Economy,7900
3/21/1988,MEL-ADL,Economy,7063
3/28/1988,MEL-ADL,Economy,6970
4/4/1988,MEL-ADL,Economy,7873
4/11/1988,MEL-ADL,Economy,7662
4/18/1988,MEL-ADL,Economy,7164
4/25/1988,MEL-ADL,Economy,6966
5/2/1988,MEL-ADL,Economy,6721
5/9/1988,MEL-ADL,Economy,7162
5/16/1988,MEL-ADL,Economy,7073
5/23/1988,MEL-ADL,Economy,6372
5/30/1988,MEL-ADL,Economy,6318
6/6/1988,MEL-ADL,Economy,7131
6/13/1988,MEL-ADL,Economy,6130
6/20/1988,MEL-ADL,Economy,7140
6/27/1988,MEL-ADL,Economy,7202
7/4/1988,MEL-ADL,Economy,7340
7/11/1988,MEL-ADL,Economy,7644
7/18/1988,MEL-ADL,Economy,6749
7/25/1988,MEL-ADL,Economy,7073
8/1/1988,MEL-ADL,Economy,7457
8/8/1988,MEL-ADL,Economy,7146
8/15/1988,MEL-ADL,Economy,7478
8/22/1988,MEL-ADL,Economy,7103
8/29/1988,MEL-ADL,Economy,7495
9/5/1988,MEL-ADL,Economy,7348
9/12/1988,MEL-ADL,Economy,8192
9/19/1988,MEL-ADL,Economy,8911
9/26/1988,MEL-ADL,Economy,6024
10/3/1988,MEL-ADL,Economy,7573
10/10/1988,MEL-ADL,Economy,6643
10/17/1988,MEL-ADL,Economy,7958
10/24/1988,MEL-ADL,Economy,6675
10/31/1988,MEL-ADL,Economy,8502
11/7/1988,MEL-ADL,Economy,10014
11/14/1988,MEL-ADL,Economy,7327
11/21/1988,MEL-ADL,Economy,6972
11/28/1988,MEL-ADL,Economy,7439
12/5/1988,MEL-ADL,Economy,7430
12/12/1988,MEL-ADL,Economy,6556
12/19/1988,MEL-ADL,Economy,5479
12/26/1988,MEL-ADL,Economy,6246
1/2/1989,MEL-ADL,Economy,6220
1/9/1989,MEL-ADL,Economy,6801
1/16/1989,MEL-ADL,Economy,6475
1/23/1989,MEL-ADL,Economy,6229
1/30/1989,MEL-ADL,Economy,7097
2/6/1989,MEL-ADL,Economy,7031
2/13/1989,MEL-ADL,Economy,6897
2/20/1989,MEL-ADL,Economy,7651
2/27/1989,MEL-ADL,Economy,7476
3/6/1989,MEL-ADL,Economy,7200
3/13/1989,MEL-ADL,Economy,7636
3/20/1989,MEL-ADL,Economy,6629
3/27/1989,MEL-ADL,Economy,7662
4/3/1989,MEL-ADL,Economy,7977
4/10/1989,MEL-ADL,Economy,7772
4/17/1989,MEL-ADL,Economy,6447
4/24/1989,MEL-ADL,Economy,6912
5/1/1989,MEL-ADL,Economy,6964
5/8/1989,MEL-ADL,Economy,6468
5/15/1989,MEL-ADL,Economy,6658
5/22/1989,MEL-ADL,Economy,5761
5/29/1989,MEL-ADL,Economy,6866
6/5/1989,MEL-ADL,Economy,6440
6/12/1989,MEL-ADL,Economy,6932
6/19/1989,MEL-ADL,Economy,8048
6/26/1989,MEL-ADL,Economy,8316
7/3/1989,MEL-ADL,Economy,7647
7/10/1989,MEL-ADL,Economy,6886
7/17/1989,MEL-ADL,Economy,6363
7/24/1989,MEL-ADL,Economy,6138
7/31/1989,MEL-ADL,Economy,6789
8/7/1989,MEL-ADL,Economy,5988
8/14/1989,MEL-ADL,Economy,2903
8/21/1989,MEL-ADL,Economy,0
8/28/1989,MEL-ADL,Economy,0
9/4/1989,MEL-ADL,Economy,0
9/11/1989,MEL-ADL,Economy,0
9/18/1989,MEL-ADL,Economy,0
9/25/1989,MEL-ADL,Economy,0
10/2/1989,MEL-ADL,Economy,0
10/9/1989,MEL-ADL,Economy,1911
10/16/1989,MEL-ADL,Economy,1805
10/23/1989,MEL-ADL,Economy,2518
10/30/1989,MEL-ADL,Economy,3507
11/6/1989,MEL-ADL,Economy,4023
11/13/1989,MEL-ADL,Economy,3714
11/20/1989,MEL-ADL,Economy,3613
11/27/1989,MEL-ADL,Economy,3691
12/4/1989,MEL-ADL,Economy,4328
12/11/1989,MEL-ADL,Economy,4989
12/18/1989,MEL-ADL,Economy,3665
12/25/1989,MEL-ADL,Economy,4153
1/1/1990,MEL-ADL,Economy,5263
1/8/1990,MEL-ADL,Economy,5965
1/15/1990,MEL-ADL,Economy,5887
1/22/1990,MEL-ADL,Economy,5485
1/29/1990,MEL-ADL,Economy,5225
2/5/1990,MEL-ADL,Economy,5644
2/12/1990,MEL-ADL,Economy,5836
2/19/1990,MEL-ADL,Economy,6087
2/26/1990,MEL-ADL,Economy,6025
3/5/1990,MEL-ADL,Economy,5538
3/12/1990,MEL-ADL,Economy,7181
3/19/1990,MEL-ADL,Economy,7331
3/26/1990,MEL-ADL,Economy,7416
4/2/1990,MEL-ADL,Economy,7325
4/9/1990,MEL-ADL,Economy,6810
4/16/1990,MEL-ADL,Economy,7282
4/23/1990,MEL-ADL,Economy,7541
4/30/1990,MEL-ADL,Economy,6660
5/7/1990,MEL-ADL,Economy,6771
5/14/1990,MEL-ADL,Economy,6225
5/21/1990,MEL-ADL,Economy,5948
5/28/1990,MEL-ADL,Economy,6983
6/4/1990,MEL-ADL,Economy,6022
6/11/1990,MEL-ADL,Economy,6034
6/18/1990,MEL-ADL,Economy,6927
6/25/1990,MEL-ADL,Economy,6898
7/2/1990,MEL-ADL,Economy,7606
7/9/1990,MEL-ADL,Economy,7481
7/16/1990,MEL-ADL,Economy,6857
7/23/1990,MEL-ADL,Economy,6621
7/30/1990,MEL-ADL,Economy,6757
8/6/1990,MEL-ADL,Economy,6509
8/13/1990,MEL-ADL,Economy,7056
8/20/1990,MEL-ADL,Economy,6797
8/27/1990,MEL-ADL,Economy,7108
9/3/1990,MEL-ADL,Economy,7531
9/10/1990,MEL-ADL,Economy,8273
9/17/1990,MEL-ADL,Economy,6090
9/24/1990,MEL-ADL,Economy,8705
10/1/1990,MEL-ADL,Economy,8458
10/8/1990,MEL-ADL,Economy,7290
10/15/1990,MEL-ADL,Economy,7680
10/22/1990,MEL-ADL,Economy,8204
10/29/1990,MEL-ADL,Economy,7546
11/5/1990,MEL-ADL,Economy,6653
11/12/1990,MEL-ADL,Economy,6558
11/19/1990,MEL-ADL,Economy,6702
11/26/1990,MEL-ADL,Economy,7456
12/3/1990,MEL-ADL,Economy,6979
12/10/1990,MEL-ADL,Economy,7222
12/17/1990,MEL-ADL,Economy,7094
12/24/1990,MEL-ADL,Economy,7819
1/7/1991,MEL-ADL,Economy,8402
1/14/1991,MEL-ADL,Economy,9073
1/21/1991,MEL-ADL,Economy,9377
1/28/1991,MEL-ADL,Economy,8317
2/4/1991,MEL-ADL,Economy,7229
2/11/1991,MEL-ADL,Economy,7655
2/18/1991,MEL-ADL,Economy,7941
2/25/1991,MEL-ADL,Economy,7483
3/4/1991,MEL-ADL,Economy,7104
3/11/1991,MEL-ADL,Economy,7182
3/18/1991,MEL-ADL,Economy,7342
3/25/1991,MEL-ADL,Economy,8060
4/1/1991,MEL-ADL,Economy,7427
4/8/1991,MEL-ADL,Economy,7751
4/15/1991,MEL-ADL,Economy,7732
4/22/1991,MEL-ADL,Economy,8749
4/29/1991,MEL-ADL,Economy,8294
5/6/1991,MEL-ADL,Economy,7826
5/13/1991,MEL-ADL,Economy,7729
5/20/1991,MEL-ADL,Economy,8534
5/27/1991,MEL-ADL,Economy,8347
6/3/1991,MEL-ADL,Economy,8986
6/10/1991,MEL-ADL,Economy,8151
6/17/1991,MEL-ADL,Economy,7518
6/24/1991,MEL-ADL,Economy,8527
7/1/1991,MEL-ADL,Economy,9346
7/8/1991,MEL-ADL,Economy,10726
7/15/1991,MEL-ADL,Economy,10757
7/22/1991,MEL-ADL,Economy,9101
7/29/1991,MEL-ADL,Economy,8462
8/5/1991,MEL-ADL,Economy,8210
8/12/1991,MEL-ADL,Economy,8750
8/19/1991,MEL-ADL,Economy,9051
8/26/1991,MEL-ADL,Economy,9973
9/2/1991,MEL-ADL,Economy,10002
9/9/1991,MEL-ADL,Economy,9765
9/16/1991,MEL-ADL,Economy,9898
9/23/1991,MEL-ADL,Economy,11277
9/30/1991,MEL-ADL,Economy,10966
10/7/1991,MEL-ADL,Economy,11054
10/14/1991,MEL-ADL,Economy,10111
10/21/1991,MEL-ADL,Economy,10265
10/28/1991,MEL-ADL,Economy,10410
11/4/1991,MEL-ADL,Economy,11810
11/11/1991,MEL-ADL,Economy,10875
11/18/1991,MEL-ADL,Economy,10629
11/25/1991,MEL-ADL,Economy,10476
12/2/1991,MEL-ADL,Economy,10060
12/9/1991,MEL-ADL,Economy,9588
12/16/1991,MEL-ADL,Economy,9687
12/23/1991,MEL-ADL,Economy,10498
12/30/1991,MEL-ADL,Economy,10349
1/6/1992,MEL-ADL,Economy,11086
1/13/1992,MEL-ADL,Economy,10256
1/20/1992,MEL-ADL,Economy,10078
1/27/1992,MEL-ADL,Economy,8832
2/3/1992,MEL-ADL,Economy,7402
2/10/1992,MEL-ADL,Economy,8831
2/17/1992,MEL-ADL,Economy,8400
2/24/1992,MEL-ADL,Economy,8307
3/2/1992,MEL-ADL,Economy,9616
3/9/1992,MEL-ADL,Economy,9859
3/16/1992,MEL-ADL,Economy,9073
3/23/1992,MEL-ADL,Economy,7037
3/30/1992,MEL-ADL,Economy,6595
4/6/1992,MEL-ADL,Economy,6618
4/13/1992,MEL-ADL,Economy,7342
4/20/1992,MEL-ADL,Economy,7448
4/27/1992,MEL-ADL,Economy,6326
5/4/1992,MEL-ADL,Economy,6431
5/11/1992,MEL-ADL,Economy,6626
5/18/1992,MEL-ADL,Economy,6901
5/25/1992,MEL-ADL,Economy,6631
6/1/1992,MEL-ADL,Economy,7163
6/8/1992,MEL-ADL,Economy,7033
6/15/1992,MEL-ADL,Economy,7293
6/22/1992,MEL-ADL,Economy,8067
6/29/1992,MEL-ADL,Economy,8860
7/6/1992,MEL-ADL,Economy,9328
7/13/1992,MEL-ADL,Economy,9555
7/20/1992,MEL-ADL,Economy,9382
7/27/1992,MEL-ADL,Economy,8810
8/3/1992,MEL-ADL,Economy,8704
8/10/1992,MEL-ADL,Economy,8843
8/17/1992,MEL-ADL,Economy,9150
8/24/1992,MEL-ADL,Economy,9842
8/31/1992,MEL-ADL,Economy,8653
9/7/1992,MEL-ADL,Economy,8815
9/14/1992,MEL-ADL,Economy,8895
9/21/1992,MEL-ADL,Economy,9931
9/28/1992,MEL-ADL,Economy,10470
10/5/1992,MEL-ADL,Economy,9276
10/12/1992,MEL-ADL,Economy,9472
10/19/1992,MEL-ADL,Economy,9260
10/26/1992,MEL-ADL,Economy,8968
11/2/1992,MEL-ADL,Economy,10421
11/9/1992,MEL-ADL,Economy,12067
11/16/1992,MEL-ADL,Economy,9178
11/23/1992,MEL-ADL,Economy,9052
6/29/1987,MEL-ADL,First,445
7/6/1987,MEL-ADL,First,382
7/13/1987,MEL-ADL,First,411
7/20/1987,MEL-ADL,First,457
7/27/1987,MEL-ADL,First,464
8/3/1987,MEL-ADL,First,505
8/10/1987,MEL-ADL,First,469
8/17/1987,MEL-ADL,First,471
8/24/1987,MEL-ADL,First,439
8/31/1987,MEL-ADL,First,446
9/7/1987,MEL-ADL,First,445
9/14/1987,MEL-ADL,First,417
9/21/1987,MEL-ADL,First,546
9/28/1987,MEL-ADL,First,531
10/5/1987,MEL-ADL,First,510
10/12/1987,MEL-ADL,First,511
10/19/1987,MEL-ADL,First,464
10/26/1987,MEL-ADL,First,562
11/2/1987,MEL-ADL,First,502
11/9/1987,MEL-ADL,First,736
11/16/1987,MEL-ADL,First,848
11/23/1987,MEL-ADL,First,601
11/30/1987,MEL-ADL,First,511
12/7/1987,MEL-ADL,First,570
12/14/1987,MEL-ADL,First,508
12/21/1987,MEL-ADL,First,255
12/28/1987,MEL-ADL,First,157
1/4/1988,MEL-ADL,First,203
1/4/1988,MEL-ADL,First,292
1/11/1988,MEL-ADL,First,346
1/18/1988,MEL-ADL,First,303
1/25/1988,MEL-ADL,First,483
2/1/1988,MEL-ADL,First,634
2/8/1988,MEL-ADL,First,529
2/15/1988,MEL-ADL,First,639
2/22/1988,MEL-ADL,First,602
2/29/1988,MEL-ADL,First,531
3/7/1988,MEL-ADL,First,523
3/14/1988,MEL-ADL,First,492
3/21/1988,MEL-ADL,First,322
3/28/1988,MEL-ADL,First,344
4/4/1988,MEL-ADL,First,520
4/11/1988,MEL-ADL,First,505
4/18/1988,MEL-ADL,First,468
4/25/1988,MEL-ADL,First,483
5/2/1988,MEL-ADL,First,565
5/9/1988,MEL-ADL,First,492
5/16/1988,MEL-ADL,First,526
5/23/1988,MEL-ADL,First,431
5/30/1988,MEL-ADL,First,450
6/6/1988,MEL-ADL,First,417
6/13/1988,MEL-ADL,First,378
6/20/1988,MEL-ADL,First,463
6/27/1988,MEL-ADL,First,403
7/4/1988,MEL-ADL,First,469
7/11/1988,MEL-ADL,First,480
7/18/1988,MEL-ADL,First,460
7/25/1988,MEL-ADL,First,365
8/1/1988,MEL-ADL,First,448
8/8/1988,MEL-ADL,First,446
8/15/1988,MEL-ADL,First,473
8/22/1988,MEL-ADL,First,449
8/29/1988,MEL-ADL,First,463
9/5/1988,MEL-ADL,First,413
9/12/1988,MEL-ADL,First,539
9/19/1988,MEL-ADL,First,438
9/26/1988,MEL-ADL,First,287
10/3/1988,MEL-ADL,First,341
10/10/1988,MEL-ADL,First,321
10/17/1988,MEL-ADL,First,489
10/24/1988,MEL-ADL,First,529
10/31/1988,MEL-ADL,First,642
11/7/1988,MEL-ADL,First,952
11/14/1988,MEL-ADL,First,593
11/21/1988,MEL-ADL,First,504
11/28/1988,MEL-ADL,First,470
12/5/1988,MEL-ADL,First,471
12/12/1988,MEL-ADL,First,342
12/19/1988,MEL-ADL,First,130
12/26/1988,MEL-ADL,First,153
1/2/1989,MEL-ADL,First,240
1/9/1989,MEL-ADL,First,271
1/16/1989,MEL-ADL,First,310
1/23/1989,MEL-ADL,First,417
1/30/1989,MEL-ADL,First,510
2/6/1989,MEL-ADL,First,583
2/13/1989,MEL-ADL,First,478
2/20/1989,MEL-ADL,First,510
2/27/1989,MEL-ADL,First,467
3/6/1989,MEL-ADL,First,550
3/13/1989,MEL-ADL,First,362
3/20/1989,MEL-ADL,First,411
3/27/1989,MEL-ADL,First,529
4/3/1989,MEL-ADL,First,458
4/10/1989,MEL-ADL,First,510
4/17/1989,MEL-ADL,First,393
4/24/1989,MEL-ADL,First,445
5/1/1989,MEL-ADL,First,586
5/8/1989,MEL-ADL,First,480
5/15/1989,MEL-ADL,First,446
5/22/1989,MEL-ADL,First,376
5/29/1989,MEL-ADL,First,472
6/5/1989,MEL-ADL,First,381
6/12/1989,MEL-ADL,First,468
6/19/1989,MEL-ADL,First,451
6/26/1989,MEL-ADL,First,452
7/3/1989,MEL-ADL,First,412
7/10/1989,MEL-ADL,First,364
7/17/1989,MEL-ADL,First,373
7/24/1989,MEL-ADL,First,405
7/31/1989,MEL-ADL,First,356
8/7/1989,MEL-ADL,First,348
8/14/1989,MEL-ADL,First,214
8/21/1989,MEL-ADL,First,0
8/28/1989,MEL-ADL,First,0
9/4/1989,MEL-ADL,First,0
9/11/1989,MEL-ADL,First,0
9/18/1989,MEL-ADL,First,0
9/25/1989,MEL-ADL,First,0
10/2/1989,MEL-ADL,First,0
10/9/1989,MEL-ADL,First,2
10/16/1989,MEL-ADL,First,0
10/23/1989,MEL-ADL,First,72
10/30/1989,MEL-ADL,First,83
11/6/1989,MEL-ADL,First,58
11/13/1989,MEL-ADL,First,55
11/20/1989,MEL-ADL,First,30
11/27/1989,MEL-ADL,First,57
12/4/1989,MEL-ADL,First,57
12/11/1989,MEL-ADL,First,57
12/18/1989,MEL-ADL,First,18
12/25/1989,MEL-ADL,First,40
1/1/1990,MEL-ADL,First,99
1/8/1990,MEL-ADL,First,138
1/15/1990,MEL-ADL,First,195
1/22/1990,MEL-ADL,First,196
1/29/1990,MEL-ADL,First,237
2/5/1990,MEL-ADL,First,253
2/12/1990,MEL-ADL,First,256
2/19/1990,MEL-ADL,First,309
2/26/1990,MEL-ADL,First,362
3/5/1990,MEL-ADL,First,324
3/12/1990,MEL-ADL,First,367
3/19/1990,MEL-ADL,First,380
3/26/1990,MEL-ADL,First,460
4/2/1990,MEL-ADL,First,299
4/9/1990,MEL-ADL,First,292
4/16/1990,MEL-ADL,First,342
4/23/1990,MEL-ADL,First,400
4/30/1990,MEL-ADL,First,365
5/7/1990,MEL-ADL,First,344
5/14/1990,MEL-ADL,First,372
5/21/1990,MEL-ADL,First,319
5/28/1990,MEL-ADL,First,406
6/4/1990,MEL-ADL,First,304
6/11/1990,MEL-ADL,First,385
6/18/1990,MEL-ADL,First,333
6/25/1990,MEL-ADL,First,339
7/2/1990,MEL-ADL,First,303
7/9/1990,MEL-ADL,First,355
7/16/1990,MEL-ADL,First,304
7/23/1990,MEL-ADL,First,305
7/30/1990,MEL-ADL,First,249
8/6/1990,MEL-ADL,First,252
8/13/1990,MEL-ADL,First,273
8/20/1990,MEL-ADL,First,324
8/27/1990,MEL-ADL,First,300
9/3/1990,MEL-ADL,First,326
9/10/1990,MEL-ADL,First,316
9/17/1990,MEL-ADL,First,206
9/24/1990,MEL-ADL,First,303
10/1/1990,MEL-ADL,First,304
10/8/1990,MEL-ADL,First,390
10/15/1990,MEL-ADL,First,466
10/22/1990,MEL-ADL,First,503
10/29/1990,MEL-ADL,First,424
11/5/1990,MEL-ADL,First,278
11/12/1990,MEL-ADL,First,309
11/19/1990,MEL-ADL,First,327
11/26/1990,MEL-ADL,First,314
12/3/1990,MEL-ADL,First,266
12/10/1990,MEL-ADL,First,232
12/17/1990,MEL-ADL,First,111
12/24/1990,MEL-ADL,First,132
1/7/1991,MEL-ADL,First,188
1/14/1991,MEL-ADL,First,229
1/21/1991,MEL-ADL,First,377
1/28/1991,MEL-ADL,First,234
2/4/1991,MEL-ADL,First,247
2/11/1991,MEL-ADL,First,323
2/18/1991,MEL-ADL,First,290
2/25/1991,MEL-ADL,First,314
3/4/1991,MEL-ADL,First,276
3/11/1991,MEL-ADL,First,274
3/18/1991,MEL-ADL,First,357
3/25/1991,MEL-ADL,First,278
4/1/1991,MEL-ADL,First,208
4/8/1991,MEL-ADL,First,308
4/15/1991,MEL-ADL,First,276
4/22/1991,MEL-ADL,First,291
4/29/1991,MEL-ADL,First,297
5/6/1991,MEL-ADL,First,292
